Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,raw_row_id
2022-06-28,S001,P0002,Clothing,South,67,31,49,27.72,42.99,5,Sunny,1,42.93,Autumn,17802
2022-06-28,S001,P0003,Clothing,East,483,226,101,231.56,35.88,0,Cloudy,1,38.44,Spring,17803
2022-06-28,S001,P0004,Clothing,West,150,5,189,1.15,38.81,5,Sunny,1,43.64,Summer,17804
2022-06-28,S001,P0005,Toys,South,152,66,130,72.04,36.09,5,Snowy,0,31.57,Winter,17805
2022-06-28,S001,P0006,Toys,West,434,433,147,449.59,85.33,15,Snowy,0,84.96,Autumn,17806
2022-06-28,S001,P0007,Clothing,East,238,211,127,221.72,83.48,10,Rainy,0,81.38,Winter,17807
2022-06-28,S001,P0008,Electronics,East,254,5,139,18.79,81.56,10,Rainy,0,83.73,Autumn,17808
2022-06-28,S001,P0009,Groceries,North,295,123,134,138.68,96.74,20,Rainy,1,98.48,Winter,17809
2022-06-28,S001,P0010,Furniture,North,399,259,141,264.93,97.31,10,Sunny,1,96.26,Summer,17810
2022-06-28,S002,P0001,Furniture,West,215,76,99,80.56,41.94,20,Rainy,1,39.64,Winter,17821
2022-06-28,S002,P0002,Electronics,North,364,104,138,106.56,33.11,0,Sunny,1,33.28,Spring,17822
2022-06-28,S002,P0003,Toys,South,181,131,160,122.09,41.18,10,Cloudy,1,40.54,Autumn,17823
2022-06-28,S002,P0004,Groceries,West,186,72,51,64.51,93.88,10,Cloudy,0,98.1,Spring,17824
2022-06-28,S002,P0005,Furniture,East,190,89,93,91.7,42.64,0,Snowy,0,41.02,Spring,17825
2022-06-28,S002,P0006,Toys,North,399,335,96,353.52,97.45,15,Snowy,1,98.52,Summer,17826
2022-06-28,S002,P0007,Clothing,East,423,349,52,342.6,61.42,5,Cloudy,1,57.82,Summer,17827
2022-06-28,S002,P0008,Electronics,South,248,146,107,147.56,21.31,0,Cloudy,0,24.0,Spring,17828
2022-06-28,S002,P0009,Furniture,East,175,14,114,11.65,40.63,20,Rainy,0,39.55,Spring,17829
2022-06-28,S002,P0010,Furniture,North,130,78,188,84.13,35.33,10,Rainy,0,35.1,Autumn,17830
2022-06-28,S003,P0001,Clothing,South,73,42,49,39.02,85.08,20,Cloudy,0,82.58,Autumn,17841
2022-06-28,S003,P0002,Furniture,East,477,66,149,72.43,28.4,20,Sunny,1,24.45,Spring,17842
2022-06-28,S003,P0003,Clothing,East,453,353,106,345.92,21.39,0,Rainy,1,20.19,Winter,17843
2022-06-28,S003,P0004,Clothing,North,485,311,108,324.73,99.01,5,Sunny,0,99.06,Winter,17844
2022-06-28,S003,P0005,Furniture,East,80,2,97,3.54,72.48,5,Sunny,0,76.32,Summer,17845
2022-06-28,S003,P0006,Electronics,North,445,373,73,363.24,10.75,5,Snowy,1,10.41,Autumn,17846
2022-06-28,S003,P0007,Clothing,East,414,199,174,190.15,95.83,0,Snowy,0,96.3,Autumn,17847
2022-06-28,S003,P0008,Clothing,South,179,128,122,133.1,57.87,5,Sunny,1,56.71,Winter,17848
2022-06-28,S003,P0009,Electronics,West,115,2,123,3.72,51.18,10,Cloudy,0,55.08,Summer,17849
2022-06-28,S003,P0010,Toys,West,460,189,150,183.9,89.69,5,Sunny,1,92.9,Spring,17850
2022-06-28,S004,P0001,Electronics,North,255,210,64,206.79,87.83,0,Sunny,1,92.32,Summer,17861
2022-06-28,S004,P0002,Furniture,East,331,158,188,161.34,92.42,10,Snowy,0,90.23,Winter,17862
2022-06-28,S004,P0003,Groceries,East,185,104,52,108.8,81.88,5,Snowy,1,78.68,Spring,17863
2022-06-28,S004,P0004,Electronics,South,471,37,95,52.69,36.38,20,Sunny,0,39.87,Summer,17864
2022-06-28,S004,P0005,Furniture,South,87,85,76,84.48,89.86,15,Sunny,1,94.17,Winter,17865
2022-06-28,S004,P0006,Clothing,West,406,330,43,334.4,44.93,5,Cloudy,1,45.0,Spring,17866
2022-06-28,S004,P0007,Groceries,South,413,272,103,284.14,86.04,0,Rainy,0,86.33,Winter,17867
2022-06-28,S004,P0008,Furniture,South,184,6,112,25.61,57.03,20,Snowy,0,60.96,Autumn,17868
2022-06-28,S004,P0009,Furniture,West,242,93,74,91.95,20.46,5,Snowy,0,16.2,Winter,17869
2022-06-28,S004,P0010,Groceries,South,185,60,50,57.36,51.69,0,Sunny,0,52.41,Autumn,17870
2022-06-28,S005,P0001,Clothing,South,236,86,149,93.46,19.0,5,Cloudy,1,19.33,Autumn,17881
2022-06-28,S005,P0002,Furniture,North,87,44,37,54.22,80.0,10,Rainy,0,78.68,Summer,17882
2022-06-28,S005,P0003,Furniture,South,217,28,155,20.91,10.79,10,Cloudy,1,12.38,Winter,17883
2022-06-28,S005,P0004,Furniture,West,437,129,53,140.48,44.4,20,Snowy,1,42.27,Summer,17884
2022-06-28,S005,P0005,Groceries,South,352,327,115,330.04,19.24,15,Rainy,1,20.02,Autumn,17885
2022-06-28,S005,P0006,Furniture,North,443,29,107,47.45,77.24,20,Rainy,1,81.15,Autumn,17886
2022-06-28,S005,P0007,Electronics,West,143,116,161,113.13,81.74,10,Cloudy,0,80.7,Summer,17887
2022-06-28,S005,P0008,Clothing,South,276,261,101,266.99,10.1,20,Sunny,1,6.2,Spring,17888
2022-06-28,S005,P0009,Furniture,East,220,4,165,5.64,49.77,0,Cloudy,1,45.73,Winter,17889
2022-06-28,S005,P0010,Furniture,North,177,70,169,88.08,96.55,15,Sunny,0,98.19,Autumn,17890
2022-06-29,S001,P0001,Clothing,North,58,22,103,22.15,80.64,0,Rainy,1,85.29,Summer,17901
2022-06-29,S001,P0002,Clothing,East,319,319,49,322.66,17.45,15,Snowy,0,18.29,Autumn,17902
2022-06-29,S001,P0003,Furniture,East,274,212,156,230.91,63.73,10,Rainy,0,61.73,Summer,17903
2022-06-29,S001,P0004,Toys,East,435,332,57,349.04,64.04,10,Rainy,0,63.4,Winter,17904
2022-06-29,S001,P0005,Electronics,West,168,121,149,131.81,26.09,10,Rainy,1,23.38,Spring,17905
2022-06-29,S001,P0006,Furniture,South,237,1,165,3.7,95.2,15,Cloudy,0,91.46,Winter,17906
2022-06-29,S001,P0007,Toys,South,340,144,182,150.99,12.43,15,Snowy,1,8.05,Spring,17907
2022-06-29,S001,P0008,Toys,East,140,51,33,49.77,38.77,15,Sunny,1,36.81,Spring,17908
2022-06-29,S001,P0009,Groceries,South,256,154,141,167.86,26.96,15,Sunny,1,31.62,Autumn,17909
2022-06-29,S001,P0010,Electronics,East,392,206,195,216.43,22.46,0,Rainy,0,23.57,Autumn,17910
2022-06-29,S002,P0001,Furniture,East,238,60,124,65.1,91.44,0,Cloudy,1,89.54,Spring,17921
2022-06-29,S002,P0002,Toys,South,418,44,97,42.38,27.46,0,Snowy,1,29.49,Summer,17922
2022-06-29,S002,P0003,Electronics,West,189,45,32,59.52,38.02,0,Cloudy,1,34.14,Winter,17923
2022-06-29,S002,P0004,Groceries,East,267,168,88,169.97,66.97,5,Rainy,1,68.58,Autumn,17924
2022-06-29,S002,P0005,Groceries,East,481,256,184,275.18,89.93,0,Cloudy,1,88.26,Summer,17925
2022-06-29,S002,P0006,Groceries,South,107,48,136,46.6,28.76,15,Sunny,0,26.75,Winter,17926
2022-06-29,S002,P0007,Furniture,East,244,73,182,91.67,56.75,15,Cloudy,1,53.16,Spring,17927
2022-06-29,S002,P0008,Furniture,South,367,40,111,56.04,50.64,15,Cloudy,1,49.41,Winter,17928
2022-06-29,S002,P0009,Furniture,South,139,15,153,33.84,13.75,20,Snowy,1,9.85,Summer,17929
2022-06-29,S002,P0010,Furniture,East,69,64,42,55.42,74.04,5,Rainy,1,75.09,Spring,17930
2022-06-29,S003,P0001,Toys,North,212,32,191,44.24,55.7,0,Sunny,0,60.26,Spring,17941
2022-06-29,S003,P0002,Electronics,East,190,91,159,96.79,43.22,20,Snowy,0,38.41,Summer,17942
2022-06-29,S003,P0003,Clothing,West,64,7,108,22.75,67.39,20,Cloudy,1,72.09,Summer,17943
2022-06-29,S003,P0004,Groceries,West,357,49,35,56.66,48.48,5,Sunny,1,46.59,Summer,17944
2022-06-29,S003,P0005,Clothing,East,99,57,138,72.43,23.79,5,Rainy,0,27.32,Spring,17945
2022-06-29,S003,P0006,Groceries,South,67,6,44,-1.44,67.61,0,Rainy,1,70.91,Summer,17946
2022-06-29,S003,P0007,Toys,South,98,95,144,97.14,30.14,5,Snowy,0,34.55,Summer,17947
2022-06-29,S003,P0008,Electronics,North,412,392,130,401.21,46.38,0,Cloudy,1,46.73,Spring,17948
2022-06-29,S003,P0009,Toys,East,206,148,95,164.93,55.39,20,Rainy,1,51.09,Summer,17949
2022-06-29,S003,P0010,Clothing,East,186,180,87,185.26,42.26,10,Rainy,1,37.9,Spring,17950
2022-06-29,S004,P0001,Toys,South,228,90,143,104.06,60.74,10,Snowy,1,65.57,Summer,17961
2022-06-29,S004,P0002,Toys,South,135,82,52,90.03,63.64,0,Rainy,0,60.01,Spring,17962
2022-06-29,S004,P0003,Electronics,South,72,33,60,48.89,46.36,5,Cloudy,0,41.68,Spring,17963
2022-06-29,S004,P0004,Furniture,North,276,22,136,34.34,37.2,10,Sunny,1,40.12,Autumn,17964
2022-06-29,S004,P0005,Groceries,West,323,266,88,285.65,56.69,0,Rainy,0,55.82,Autumn,17965
2022-06-29,S004,P0006,Groceries,South,347,245,186,262.63,89.66,5,Sunny,1,85.81,Autumn,17966
2022-06-29,S004,P0007,Clothing,North,181,35,80,40.99,96.55,10,Snowy,1,99.55,Autumn,17967
2022-06-29,S004,P0008,Clothing,East,81,77,199,95.41,87.72,5,Sunny,1,91.37,Autumn,17968
2022-06-29,S004,P0009,Furniture,North,259,245,151,235.99,25.51,10,Rainy,1,29.97,Spring,17969
2022-06-29,S004,P0010,Groceries,East,369,115,96,120.91,75.29,10,Sunny,1,70.92,Spring,17970
2022-06-29,S005,P0001,Groceries,East,291,180,135,191.06,68.49,5,Rainy,0,70.5,Summer,17981
2022-06-29,S005,P0002,Furniture,North,391,198,36,209.29,86.92,20,Snowy,0,90.08,Spring,17982
2022-06-29,S005,P0003,Toys,East,156,125,28,132.78,78.95,10,Sunny,1,79.48,Autumn,17983
2022-06-29,S005,P0004,Electronics,South,74,38,178,37.8,87.91,0,Rainy,1,90.34,Autumn,17984
2022-06-29,S005,P0005,Electronics,North,156,128,163,144.06,59.34,5,Rainy,1,59.76,Autumn,17985
2022-06-29,S005,P0006,Electronics,West,493,372,160,386.21,28.62,15,Sunny,0,33.59,Spring,17986
2022-06-29,S005,P0007,Electronics,East,183,84,72,94.43,70.71,15,Rainy,0,71.41,Summer,17987
2022-06-29,S005,P0008,Furniture,East,335,73,141,80.18,73.95,15,Cloudy,0,70.82,Spring,17988
2022-06-29,S005,P0009,Clothing,West,312,136,71,152.39,30.8,20,Rainy,1,29.76,Autumn,17989
2022-06-29,S005,P0010,Electronics,West,60,18,156,9.79,77.69,5,Sunny,0,81.96,Winter,17990
2022-06-30,S001,P0001,Clothing,North,452,151,129,159.37,74.75,5,Sunny,0,73.99,Summer,18001
2022-06-30,S001,P0002,Toys,South,305,122,42,132.14,79.6,15,Cloudy,1,82.18,Winter,18002
2022-06-30,S001,P0003,Toys,West,341,224,92,216.34,38.96,5,Cloudy,0,38.37,Spring,18003
2022-06-30,S001,P0004,Toys,South,311,68,159,83.6,21.06,10,Cloudy,1,20.73,Summer,18004
2022-06-30,S001,P0005,Toys,West,231,101,182,105.05,73.12,15,Cloudy,0,74.19,Autumn,18005
2022-06-30,S001,P0006,Furniture,West,72,50,200,47.06,84.97,5,Snowy,1,82.54,Winter,18006
2022-06-30,S001,P0007,Toys,North,95,68,83,72.21,83.15,5,Sunny,1,83.69,Winter,18007
2022-06-30,S001,P0008,Toys,North,499,0,65,-3.77,99.18,5,Snowy,1,101.81,Spring,18008
2022-06-30,S001,P0009,Furniture,South,133,84,32,89.2,46.91,5,Cloudy,0,47.75,Spring,18009
2022-06-30,S001,P0010,Groceries,North,479,338,154,339.57,34.45,20,Cloudy,1,35.1,Autumn,18010
2022-06-30,S002,P0001,Toys,East,163,42,162,55.61,76.47,15,Snowy,0,79.28,Winter,18021
2022-06-30,S002,P0002,Electronics,South,178,66,179,62.28,68.55,0,Rainy,0,64.62,Winter,18022
2022-06-30,S002,P0003,Clothing,North,95,59,67,52.11,30.05,15,Cloudy,1,31.43,Spring,18023
2022-06-30,S002,P0004,Electronics,East,94,18,151,26.05,42.82,15,Cloudy,0,41.31,Winter,18024
2022-06-30,S002,P0005,Electronics,South,148,102,163,102.78,70.35,10,Cloudy,0,65.58,Autumn,18025
2022-06-30,S002,P0006,Toys,East,146,62,166,55.5,82.57,20,Snowy,1,81.53,Spring,18026
2022-06-30,S002,P0007,Clothing,West,409,242,42,261.21,40.68,10,Rainy,0,36.81,Winter,18027
2022-06-30,S002,P0008,Furniture,East,451,438,114,455.89,97.66,5,Rainy,0,98.13,Spring,18028
2022-06-30,S002,P0009,Electronics,North,374,281,91,287.93,86.05,5,Rainy,1,89.07,Winter,18029
2022-06-30,S002,P0010,Groceries,North,234,30,79,20.61,69.13,0,Cloudy,1,67.51,Winter,18030
2022-06-30,S003,P0001,Groceries,East,267,12,32,21.86,11.99,0,Rainy,1,9.83,Winter,18041
2022-06-30,S003,P0002,Electronics,West,275,217,93,213.48,50.76,10,Rainy,1,53.11,Summer,18042
2022-06-30,S003,P0003,Furniture,West,336,316,128,308.8,82.9,5,Snowy,1,84.36,Summer,18043
2022-06-30,S003,P0004,Toys,West,65,63,83,54.13,85.4,0,Sunny,1,85.54,Spring,18044
2022-06-30,S003,P0005,Clothing,East,357,196,40,187.06,73.98,5,Snowy,1,77.81,Spring,18045
2022-06-30,S003,P0006,Groceries,West,249,94,111,89.97,77.15,10,Sunny,0,76.22,Autumn,18046
2022-06-30,S003,P0007,Groceries,South,401,23,76,23.05,75.48,0,Sunny,0,79.21,Autumn,18047
2022-06-30,S003,P0008,Clothing,North,216,175,103,166.41,32.32,0,Snowy,1,32.71,Spring,18048
2022-06-30,S003,P0009,Groceries,North,270,3,82,13.43,39.1,10,Cloudy,1,37.18,Autumn,18049
2022-06-30,S003,P0010,Electronics,South,359,231,118,232.94,66.22,15,Rainy,0,67.49,Spring,18050
2022-06-30,S004,P0001,Toys,East,471,229,116,240.79,51.62,20,Sunny,0,47.47,Winter,18061
2022-06-30,S004,P0002,Furniture,West,66,15,76,31.39,44.3,20,Snowy,0,49.24,Summer,18062
2022-06-30,S004,P0003,Electronics,East,98,69,105,87.72,16.68,20,Rainy,1,12.77,Winter,18063
2022-06-30,S004,P0004,Electronics,South,83,78,152,86.86,85.21,10,Cloudy,0,85.48,Autumn,18064
2022-06-30,S004,P0005,Groceries,West,210,177,88,183.27,22.95,0,Sunny,1,23.63,Autumn,18065
2022-06-30,S004,P0006,Electronics,West,188,165,25,166.78,96.27,15,Snowy,0,97.45,Spring,18066
2022-06-30,S004,P0007,Furniture,West,344,41,107,33.84,78.42,5,Cloudy,1,82.5,Spring,18067
2022-06-30,S004,P0008,Clothing,North,367,165,170,178.79,84.23,10,Sunny,1,88.63,Autumn,18068
2022-06-30,S004,P0009,Toys,North,303,299,89,316.48,18.31,0,Sunny,1,13.8,Summer,18069
2022-06-30,S004,P0010,Groceries,North,316,17,197,16.85,83.75,5,Sunny,1,84.59,Autumn,18070
2022-06-30,S005,P0001,Groceries,South,403,294,195,313.16,44.71,20,Snowy,0,44.77,Summer,18081
2022-06-30,S005,P0002,Toys,East,375,293,156,283.57,78.57,20,Snowy,0,82.84,Spring,18082
2022-06-30,S005,P0003,Furniture,East,472,150,172,144.69,54.92,0,Snowy,1,57.21,Autumn,18083
2022-06-30,S005,P0004,Groceries,West,332,36,116,38.58,80.88,0,Cloudy,0,77.02,Summer,18084
2022-06-30,S005,P0005,Toys,South,74,62,197,79.1,57.98,15,Snowy,0,58.5,Spring,18085
2022-06-30,S005,P0006,Electronics,West,183,72,177,89.15,38.15,15,Rainy,1,38.44,Autumn,18086
2022-06-30,S005,P0007,Clothing,East,286,75,24,94.68,86.25,10,Cloudy,1,84.02,Summer,18087
2022-06-30,S005,P0008,Furniture,East,349,276,100,290.73,74.59,10,Rainy,1,73.27,Winter,18088
2022-06-30,S005,P0009,Groceries,West,487,270,113,275.3,42.17,10,Rainy,0,41.84,Summer,18089
2022-06-30,S005,P0010,Furniture,West,377,182,43,181.22,33.32,20,Sunny,1,33.92,Autumn,18090
2022-07-01,S001,P0001,Clothing,South,372,35,152,37.91,43.74,0,Sunny,0,39.82,Autumn,18101
2022-07-01,S001,P0002,Clothing,West,207,161,46,159.88,20.18,0,Cloudy,0,18.45,Winter,18102
2022-07-01,S001,P0003,Furniture,East,452,156,187,163.25,74.13,0,Snowy,0,72.8,Autumn,18103
2022-07-01,S001,P0004,Toys,North,259,68,154,83.78,64.77,0,Snowy,1,65.7,Summer,18104
2022-07-01,S001,P0005,Furniture,East,183,95,157,96.23,28.39,0,Cloudy,0,31.47,Winter,18105
2022-07-01,S001,P0006,Groceries,South,209,75,124,81.59,37.56,5,Snowy,0,35.32,Winter,18106
2022-07-01,S001,P0007,Clothing,West,53,1,71,0.15,75.26,10,Rainy,0,73.42,Spring,18107
2022-07-01,S001,P0008,Electronics,West,398,32,57,50.06,39.11,15,Cloudy,0,43.98,Spring,18108
2022-07-01,S001,P0009,Electronics,West,262,61,128,51.81,54.99,15,Snowy,1,54.16,Summer,18109
2022-07-01,S001,P0010,Furniture,East,243,158,168,157.9,89.45,5,Sunny,0,85.32,Spring,18110
2022-07-01,S002,P0001,Furniture,South,97,25,165,40.68,87.5,20,Snowy,0,87.87,Winter,18121
2022-07-01,S002,P0002,Toys,East,199,149,89,146.45,19.16,5,Snowy,0,14.94,Autumn,18122
2022-07-01,S002,P0003,Furniture,North,360,292,172,282.94,73.4,15,Cloudy,0,69.06,Summer,18123
2022-07-01,S002,P0004,Toys,North,340,116,89,107.19,33.06,10,Sunny,1,30.62,Autumn,18124
2022-07-01,S002,P0005,Furniture,East,299,211,183,207.19,28.55,15,Cloudy,0,25.03,Summer,18125
2022-07-01,S002,P0006,Furniture,West,177,151,91,151.57,38.14,20,Snowy,1,39.86,Summer,18126
2022-07-01,S002,P0007,Toys,East,290,186,150,189.78,58.33,5,Snowy,1,61.85,Autumn,18127
2022-07-01,S002,P0008,Toys,South,253,159,127,167.16,69.24,10,Cloudy,0,69.37,Winter,18128
2022-07-01,S002,P0009,Electronics,North,416,100,23,115.25,58.75,5,Sunny,1,57.78,Winter,18129
2022-07-01,S002,P0010,Groceries,South,428,141,114,148.83,74.42,10,Sunny,0,76.13,Summer,18130
2022-07-01,S003,P0001,Toys,North,354,192,80,182.35,15.22,0,Sunny,0,12.31,Autumn,18141
2022-07-01,S003,P0002,Groceries,East,152,152,178,163.17,40.37,10,Rainy,1,39.42,Summer,18142
2022-07-01,S003,P0003,Toys,West,113,62,190,68.9,85.35,15,Rainy,1,80.52,Summer,18143
2022-07-01,S003,P0004,Groceries,North,439,380,56,386.15,38.96,0,Snowy,1,38.13,Summer,18144
2022-07-01,S003,P0005,Clothing,West,88,27,77,34.81,49.0,15,Rainy,0,48.38,Autumn,18145
2022-07-01,S003,P0006,Electronics,North,334,248,77,251.2,99.21,15,Cloudy,1,94.53,Summer,18146
2022-07-01,S003,P0007,Toys,North,237,58,64,52.94,69.28,15,Rainy,0,72.58,Summer,18147
2022-07-01,S003,P0008,Groceries,North,236,176,59,192.39,67.03,20,Sunny,1,70.15,Autumn,18148
2022-07-01,S003,P0009,Clothing,South,261,242,142,257.53,51.58,15,Snowy,0,51.43,Autumn,18149
2022-07-01,S003,P0010,Toys,South,142,130,106,144.1,95.88,0,Snowy,0,91.59,Winter,18150
2022-07-01,S004,P0001,Clothing,West,267,242,107,232.9,77.96,20,Rainy,1,82.64,Autumn,18161
2022-07-01,S004,P0002,Groceries,North,276,198,101,192.06,55.94,10,Sunny,0,57.97,Spring,18162
2022-07-01,S004,P0003,Furniture,East,205,137,42,143.7,26.9,10,Sunny,0,29.54,Winter,18163
2022-07-01,S004,P0004,Electronics,North,302,153,69,153.84,67.25,15,Snowy,0,69.52,Summer,18164
2022-07-01,S004,P0005,Electronics,East,445,55,74,52.89,15.07,10,Cloudy,1,12.1,Autumn,18165
2022-07-01,S004,P0006,Furniture,West,66,65,83,78.39,36.98,15,Rainy,1,39.99,Summer,18166
2022-07-01,S004,P0007,Electronics,North,299,90,102,91.6,51.75,10,Snowy,0,54.12,Autumn,18167
2022-07-01,S004,P0008,Electronics,East,53,1,173,8.73,56.41,0,Snowy,0,51.55,Autumn,18168
2022-07-01,S004,P0009,Electronics,West,211,105,110,108.48,11.71,0,Rainy,1,10.02,Autumn,18169
2022-07-01,S004,P0010,Toys,South,215,5,69,4.36,53.94,10,Snowy,0,50.29,Summer,18170
2022-07-01,S005,P0001,Furniture,West,249,238,114,237.15,47.2,20,Snowy,1,43.29,Winter,18181
2022-07-01,S005,P0002,Groceries,East,408,396,123,402.62,50.46,5,Rainy,1,54.84,Summer,18182
2022-07-01,S005,P0003,Toys,East,323,104,75,102.75,97.65,5,Rainy,1,102.48,Summer,18183
2022-07-01,S005,P0004,Furniture,South,490,244,82,260.46,87.27,10,Sunny,1,88.0,Winter,18184
2022-07-01,S005,P0005,Clothing,West,64,25,134,24.87,46.25,0,Snowy,1,42.16,Spring,18185
2022-07-01,S005,P0006,Electronics,West,262,128,139,146.83,95.22,0,Sunny,1,93.32,Winter,18186
2022-07-01,S005,P0007,Furniture,South,58,44,178,35.89,15.83,5,Sunny,0,19.07,Autumn,18187
2022-07-01,S005,P0008,Toys,South,238,106,51,98.93,12.56,20,Snowy,1,11.54,Spring,18188
2022-07-01,S005,P0009,Toys,East,240,172,194,185.81,53.05,5,Sunny,0,50.35,Autumn,18189
2022-07-01,S005,P0010,Furniture,South,344,220,75,223.04,85.06,20,Snowy,1,84.79,Summer,18190
2022-07-02,S001,P0001,Groceries,East,61,8,20,-1.43,42.42,0,Cloudy,0,40.55,Autumn,18201
2022-07-02,S001,P0002,Groceries,South,279,62,63,80.68,27.39,15,Sunny,1,30.82,Winter,18202
2022-07-02,S001,P0003,Clothing,South,324,190,173,208.85,48.31,20,Rainy,0,50.14,Winter,18203
2022-07-02,S001,P0004,Toys,North,497,210,31,224.6,27.04,15,Sunny,0,23.95,Autumn,18204
2022-07-02,S001,P0005,Electronics,South,310,201,142,209.45,47.5,0,Sunny,0,45.62,Winter,18205
2022-07-02,S001,P0006,Groceries,East,121,63,164,81.01,90.17,5,Rainy,0,89.74,Winter,18206
2022-07-02,S001,P0007,Toys,East,222,142,134,134.96,72.67,5,Sunny,0,69.84,Summer,18207
2022-07-02,S001,P0008,Toys,West,121,45,30,58.36,97.55,0,Rainy,1,93.54,Winter,18208
2022-07-02,S001,P0009,Furniture,East,257,163,79,169.8,27.2,20,Snowy,1,26.11,Summer,18209
2022-07-02,S001,P0010,Electronics,South,351,285,26,295.96,18.32,10,Cloudy,1,22.04,Winter,18210
2022-07-02,S002,P0001,Electronics,South,124,5,149,8.65,20.52,15,Cloudy,1,17.74,Autumn,18221
2022-07-02,S002,P0002,Groceries,West,240,85,46,81.45,84.28,15,Sunny,1,83.37,Summer,18222
2022-07-02,S002,P0003,Toys,North,314,161,125,180.08,97.29,15,Snowy,0,100.45,Winter,18223
2022-07-02,S002,P0004,Clothing,East,281,201,141,194.66,64.49,10,Snowy,1,64.63,Summer,18224
2022-07-02,S002,P0005,Toys,North,281,101,68,92.17,76.69,10,Rainy,1,76.4,Spring,18225
2022-07-02,S002,P0006,Clothing,South,364,56,36,53.79,99.01,10,Sunny,0,97.46,Spring,18226
2022-07-02,S002,P0007,Electronics,East,178,4,120,4.12,91.54,0,Snowy,0,96.27,Spring,18227
2022-07-02,S002,P0008,Groceries,North,151,87,24,78.52,21.34,10,Sunny,1,16.65,Winter,18228
2022-07-02,S002,P0009,Furniture,South,336,132,86,150.71,98.53,0,Rainy,1,102.74,Autumn,18229
2022-07-02,S002,P0010,Furniture,North,74,1,178,10.12,93.96,10,Snowy,0,95.65,Spring,18230
2022-07-02,S003,P0001,Furniture,East,278,258,80,259.59,98.81,10,Snowy,0,103.02,Winter,18241
2022-07-02,S003,P0002,Furniture,West,459,420,82,430.65,67.92,20,Cloudy,0,63.76,Spring,18242
2022-07-02,S003,P0003,Toys,West,260,12,33,9.42,30.87,5,Snowy,0,33.06,Autumn,18243
2022-07-02,S003,P0004,Toys,West,207,13,157,14.81,57.28,10,Rainy,0,62.09,Summer,18244
2022-07-02,S003,P0005,Clothing,East,267,150,135,167.49,23.03,10,Cloudy,0,27.6,Spring,18245
2022-07-02,S003,P0006,Groceries,West,68,58,123,64.39,75.52,0,Cloudy,1,79.87,Summer,18246
2022-07-02,S003,P0007,Clothing,South,239,137,71,128.7,29.35,5,Snowy,0,33.51,Autumn,18247
2022-07-02,S003,P0008,Toys,North,396,154,57,159.58,53.74,0,Rainy,1,56.42,Spring,18248
2022-07-02,S003,P0009,Electronics,North,295,137,111,130.66,96.51,15,Rainy,0,101.16,Summer,18249
2022-07-02,S003,P0010,Toys,West,279,89,56,87.32,91.54,0,Sunny,0,92.45,Winter,18250
2022-07-02,S004,P0001,Electronics,South,238,1,119,14.68,69.78,0,Rainy,0,65.14,Summer,18261
2022-07-02,S004,P0002,Groceries,North,302,255,182,248.84,70.36,10,Rainy,0,70.12,Winter,18262
2022-07-02,S004,P0003,Toys,South,120,77,108,67.92,49.5,10,Cloudy,0,47.48,Winter,18263
2022-07-02,S004,P0004,Clothing,North,223,80,65,95.2,39.25,5,Cloudy,0,38.53,Spring,18264
2022-07-02,S004,P0005,Furniture,West,297,207,79,215.34,25.69,20,Cloudy,0,24.02,Autumn,18265
2022-07-02,S004,P0006,Clothing,West,472,450,116,441.84,61.31,5,Rainy,1,57.28,Summer,18266
2022-07-02,S004,P0007,Toys,East,169,100,104,96.69,84.0,0,Sunny,0,79.47,Summer,18267
2022-07-02,S004,P0008,Electronics,South,95,42,35,37.65,34.23,15,Sunny,1,35.39,Winter,18268
2022-07-02,S004,P0009,Electronics,South,103,43,21,39.07,89.96,5,Snowy,0,86.7,Autumn,18269
2022-07-02,S004,P0010,Clothing,South,198,32,56,27.0,51.73,0,Snowy,0,54.91,Spring,18270
2022-07-02,S005,P0001,Electronics,West,344,48,47,40.94,66.63,20,Cloudy,0,65.63,Autumn,18281
2022-07-02,S005,P0002,Toys,South,51,41,60,34.81,93.09,5,Snowy,1,88.95,Summer,18282
2022-07-02,S005,P0003,Groceries,East,375,312,190,328.63,40.76,0,Sunny,1,44.89,Winter,18283
2022-07-02,S005,P0004,Toys,North,165,43,136,46.36,56.81,10,Snowy,0,61.21,Spring,18284
2022-07-02,S005,P0005,Toys,East,121,20,138,33.02,22.95,10,Cloudy,1,27.87,Autumn,18285
2022-07-02,S005,P0006,Toys,South,248,15,105,24.58,65.14,10,Cloudy,1,60.24,Summer,18286
2022-07-02,S005,P0007,Toys,West,133,10,63,24.28,61.39,10,Rainy,1,57.57,Autumn,18287
2022-07-02,S005,P0008,Electronics,East,457,112,154,103.47,93.34,5,Rainy,1,96.8,Autumn,18288
2022-07-02,S005,P0009,Groceries,East,384,256,147,269.77,99.66,10,Snowy,0,97.54,Winter,18289
2022-07-02,S005,P0010,Groceries,West,56,38,72,53.25,48.82,5,Cloudy,0,46.2,Autumn,18290
2022-07-03,S001,P0001,Furniture,South,149,92,140,97.47,79.84,0,Rainy,1,78.34,Spring,18301
2022-07-03,S001,P0002,Toys,North,455,32,175,26.52,96.29,10,Sunny,0,94.72,Winter,18302
